id	P_sum_CAM	P_sum_Estr	rel_diff_P	T_mean_CAM	T_mean_Estr	T_diff	Epot_sum_CAM	Epot_sum_Estr	rel_diff_Epot
DEBY0644	872.439	863.5615	-1.01754965103577	8.01059822039699	8.02395482546201	0.0133566050650238	724.8515	765.464	5.6028717606296
DEBY0645	843.674	823.4065	-2.40229045816274	8.8206379192334	8.88501984941821	0.0643819301848048	780.0365	814.1665	4.37543627766138
DEBY0647	663.73	634.13	-4.45964473505793	9.47388637919233	9.48039835728953	0.00651197809719228	809.7985	828.3785	2.29439792738564
DEBY0648	990.4295	924.211	-6.68583680110497	6.9765735797399	7.00576728268309	0.0291937029431892	637.073	696.4185	9.31533748879642
DEBY0649	867.7565	874.469	0.773546496050445	7.15922245037645	7.16777138945927	0.00854893908282062	653.6385	699.5795	7.02850275802298
DEBY0651	1044.5185	997.206	-4.52959904491878	7.09302532511978	7.33796167008898	0.244936344969199	632.3115	711.594	12.5385193848285
DEBY0652	929.829	922.5695	-0.780734952340712	8.64862286105407	8.82288980150582	0.174266940451746	772.2925	801.1315	3.73420692289514
DEBY0653	775.5415	761.1295	-1.85831448091431	8.70198767967146	8.7042135523614	0.00222587268993912	765.082	809.619	5.82120609294166
DEBY0657	910.506	892.905	-1.93310093508445	8.30581108829569	8.32025325119781	0.0144421629021227	692.023	727.6315	5.14556597107322
DEBY0660	917.416	902.786	-1.59469640817251	8.28018206707734	8.30700752908966	0.0268254620123205	708.902	747.435	5.43558912233285
DEBY0662	868.8775	859.5525	-1.07322378586164	8.44190417522245	8.45993155373032	0.0180273785078704	723.9735	760.148	4.99666078937972
DEBY0666	859.9235	839.5835	-2.36532668312939	8.76944421629021	8.83128268309377	0.0618384668035592	779.748	811.4555	4.06637785540971
DEBY0673	1046.229	1036.0265	-0.975168916174172	8.06422176591376	8.10247227926078	0.0382505133470232	770.2955	787.4825	2.23122165454686
DEBY0675	1050.849	985.1215	-6.25470452938528	7.27499110198494	7.43897741273101	0.163986310746064	634.754	700.505	10.3585010886107
DEBY0676	874.583	854.46	-2.3008679565004	8.18951266255989	8.41497604380561	0.225463381245723	703.4985	753.4875	7.10577208053749
DEBY0679	829.575	822.581	-0.843082301178331	9.07426967830253	9.06583572895277	-0.0084339493497616	783.1385	813.3935	3.86330131898764
DEBY0680	891.0295	853.69	-4.19060199465899	7.6198945927447	7.67150034223135	0.0516057494866526	629.9125	700.0325	11.1317048002699
DEBY0681	875.297	848.8235	-3.02451624991287	8.57143326488706	8.6300629705681	0.0586297056810405	737.3145	778.3855	5.5703502372461
DEBY0682	1645.332	1780.0915	8.19041384960604	7.61963175906913	7.20902258726899	-0.410609171800138	749.5205	749.5555	0.00466965213093996
DEBY0687	1006.1285	1012.997	0.682666279704822	8.18774674880219	8.41212457221081	0.224377823408624	764.2765	792.7475	3.72522248165422
DEBY0688	959.602	929.351	-3.15245278771825	7.35723066392882	7.49599315537303	0.138762491444216	674.797	731.0885	8.34199025781087
DEBY0690	697.649	675.704	-3.14556460340372	8.63207255304586	8.74856810403833	0.116495550992472	765.2105	799.76	4.51503213821557
DEBY0691	841.9785	795.7515	-5.49028270911904	7.32526625598905	7.32982614647502	0.00455989048596805	658.8595	716.2135	8.70504257736286
DEBY0692	852.3105	854.46	0.252196822636833	8.25808761122519	8.41497604380561	0.156888432580425	709.0845	753.4875	6.26201813747161
DEBY0694	1009.7735	1016.3765	0.653909020191157	8.14275838466803	8.39023271731691	0.247474332648871	760.5205	790.223	3.90554889710402
DEBY0695	985.951	1001.995	1.62726139534319	8.2661054072553	8.46191238877481	0.195806981519507	775.2145	807.986	4.22741060699973
DEBY0696	1350.123	1288.9085	-4.53399431014804	7.58143600273785	7.61459958932238	0.0331635865845312	756.896	765.927	1.19316260093858
DEBY0698	805.7525	786.3915	-2.40284702808865	8.53639972621492	8.5313620807666	-0.00503764544832208	740.4465	776.001	4.80176488105487
DEBY0702	796.8475	755.3375	-5.20927781037151	8.62006707734428	8.6870212183436	0.0669541409993162	706.828	748.845	5.94444475883808
DEBY0707	819.859	802.2425	-2.14872313409988	8.74891033538672	8.7220424366872	-0.0268678986995212	777.125	803.3555	3.37532571980055
DEBY0708	854.328	835.016	-2.26049011620831	8.2950431211499	8.35483641341547	0.0597932922655726	709.4235	763.1425	7.57220475498768
DEBY0709	1017.8235	975.735	-4.13514720381285	8.57154962354552	8.64396851471595	0.0724188911704307	722.3045	755.0935	4.53949823100924
DEBY0713	1160.3955	1133.5405	-2.31429715127299	8.48901026694045	8.64431074606434	0.155300479123888	751.823	784.3475	4.32608473004951
DEBY0718	678.503	688.7315	1.50750991521041	8.77598220396988	8.9113826146475	0.135400410677619	777.484	802.8885	3.26752704878814
DEBY0722	1653.045	1628.181	-1.50413328130813	8.09437508555784	8.35753319644079	0.263158110882957	738.0255	773.2905	4.77829018103033
DEBY0725	880.8555	851.3825	-3.34595174804494	8.39410814510609	8.38289938398357	-0.0112087611225196	704.095	752.5715	6.88493740191309
DEBY0726	666.543	655.5785	-1.64498014381668	8.90650102669404	8.96642026009583	0.0599192334017804	775.909	792.494	2.13749292765001
DEBY0728	822.1205	816.75	-0.653249736504563	8.90053388090349	8.84784257357974	-0.0526913073237498	774.678	805.1735	3.93653879418287
DEBY0729	926.13	897.19	-3.1248312871843	8.35359890485969	8.39945516769336	0.0458562628336754	712.291	759.9815	6.69536748323368
DEBY0734	1050.21	1012.172	-3.62194227821104	8.27601505817933	8.46624914442163	0.190234086242301	791.7505	804.3385	1.58989479640367
DEBY0735	1177.0965	1133.011	-3.74527492011064	7.72816016427105	7.99855715263518	0.270396988364134	705.267	729.973	3.50307046834743
DEBY0736	685.3755	678.7385	-0.968374270746466	9.07181656399726	9.06206981519507	-0.00974674880218984	800.6375	819.172	2.31496776006619
DEBY0737	881.085	867.9195	-1.49423721888354	8.45656125941136	8.46774811772758	0.011186858316222	725.088	776.0725	7.03149135001545
DEBY0739	818.899	787.987	-3.77482448995542	8.83285831622177	8.84375496235455	0.0108966461327871	768.5925	798.522	3.8940661013476
DEBY0741	908.517	892.3295	-1.78174981866052	8.50177275838467	8.54136618754278	0.0395934291581117	793.0515	813.4265	2.56919002107682
DEBY0742	704.878	673.3095	-4.47857643450354	9.20907597535934	8.99544832306639	-0.213627652292949	807.1105	820.7785	1.6934484187729
DEBY0743	1035.115	987.939	-4.55756123715723	7.17855715263518	7.26353456536619	0.0849774127310061	645.578	712.629	10.3861965556447
DEBY0746	709.364	703.526	-0.82299073536294	8.96135660506502	8.95765503080082	-0.0037015742642037	801.0945	818.2505	2.14157006445557
DEBY0747	807.386	760.3165	-5.82986328720091	8.77433401779603	8.78946201232033	0.0151279945242973	766.226	797.2465	4.04847916933124
DEBY0748	1156.8985	1094.9775	-5.35232779712309	7.60258042436687	7.84918138261465	0.246600958247775	722.441	746.229	3.29272563434246
DEBY0749	677.7545	658.9775	-2.77047219900422	9.04963175906913	9.08577823408624	0.0361464750171105	795.197	809.4325	1.79018532514584
DEBY0752	909.965	890.996	-2.08458567087746	8.58387542778919	8.63657221081451	0.0526967830253238	781.332	804.6225	2.98087112776644
DEBY0753	739.6335	731.397	-1.11359206958581	8.96531006160164	9.0132772073922	0.0479671457905528	795.2295	836.6795	5.21233178598127
DEBY0755	694.5595	674.3585	-2.90846212599497	9.00301574264203	9.11690212183436	0.113886379192335	793.833	822.41	3.59987554057341
DEBY0756	830.902	815.713	-1.82801341193066	8.76101848049281	8.84786995208761	0.0868514715947981	787.325	819.7775	4.12186835169719
DEBY0757	2016.8775	1905.321	-5.53114901623922	6.26986310746064	6.03900889801506	-0.230854209445585	685.4255	716.4925	4.53251301563773
DEBY0758	826.9615	814.927	-1.45526726455826	8.81803422313484	8.82688706365503	0.00885284052019131	775.3505	803.496	3.63003570643212
DEBY0760	870.435	880.573	1.16470500381992	8.95345379876797	8.93293771389459	-0.0205160848733748	741.138	770.8675	4.01133122306507
DEBY0761	842.9345	835.2165	-0.915610880797956	9.03728405201917	8.92630937713895	-0.11097467488022	778.003	804.532	3.40988402358346
DEBY0762	649.8065	644.577	-0.804778037769692	9.37126488706365	9.26121423682409	-0.110050650239561	797.8515	822.5425	3.09468616653599
DEBY0764	737.004	719.1245	-2.42597055104179	8.84201505817933	8.83580561259411	-0.00620944558521686	790.1745	819.356	3.69304501727151
DEBY0765	720.8495	706.292	-2.01949227959512	8.50342094455852	8.4838726899384	-0.0195482546201244	738.542	773.006	4.66649154685855
DEBY0766	816.8675	779.066	-4.62761708600232	8.44834360027379	8.5281711156742	0.0798275154004102	740.9745	785.3025	5.98239210661095
DEBY0767	712.9495	694.277	-2.61904945581698	8.8203819301848	8.88071594798084	0.0603340177960305	791.189	810.002	2.37781364503298
DEBY0768	776.9375	767.5045	-1.21412597538412	8.61356331279945	8.63950444900753	0.0259411362080755	745.6435	776.7025	4.16539539337498
DEBY0770	795.7455	798.2955	0.3204542155752	8.19400410677618	8.24658453114305	0.052580424366873	721.371	770.412	6.7983048944302
DEBY0771	781.9255	746.279	-4.55881027028791	8.71954277891855	8.71638603696099	-0.00315674195756444	712.7785	749.254	5.11736815855136
DEBY0774	987.3205	921.8905	-6.62702739384019	8.49824640657084	8.61068446269678	0.11243805612594	707.528	756.7085	6.95103232663583
DEBY0776	952.5295	938.144	-1.5102419400134	8.95872553045859	9.06880629705681	0.11008076659822	739.284	769.635	4.10545879526677
DEBY0777	764.9415	757.921	-0.917782601676072	8.93520876112252	8.95069404517454	0.0154852840520192	802.2485	826.333	3.00212465339606
DEBY0778	1217.831	1224.406	0.53989428746682	6.5480205338809	6.54555783709788	-0.00246269678302546	701.503	696.177	-0.759226974082778
DEBY0779	784.5735	738.7735	-5.83756652499733	8.6022984257358	8.70797399041752	0.105675564681725	789.5275	809.9315	2.58433050147082
DEBY0780	1054.857	1019.7075	-3.33215781854791	7.5595742642026	7.55028884325804	-0.00928542094455853	640.6105	688.1565	7.4219826243872
DEBY0785	915.741	857.2965	-6.3822085065537	8.01981108829569	8.02050924024641	0.00069815195071854	649.761	707.041	8.81554910190054
DEBY0790	726.918	718.554	-1.15061121061798	8.96006570841889	8.99097193702943	0.0309062286105402	776.3415	809.001	4.20684711560569
DEBY0792	1828.793	1818.96	-0.5376770361654	7.12580424366872	7.09483367556468	-0.0309705681040384	728.5	738.4885	1.37110501029513
DEBY0794	998.9065	936.464	-6.25108556206213	9.25214784394251	9.22733196440794	-0.0248158795345663	777.09	811.299	4.40219279620122
DEBY0798	1103.3065	1078.902	-2.21194201248702	8.30388637919233	8.36920739219713	0.065321013004791	759.443	781.542	2.90989580521514
DEBY0805	1002.5145	976.943	-2.55073617389075	7.39433538672142	7.55267761806981	0.158342231348391	659.526	722.4905	9.54693219069452
DEBY0807	858.758	843.818	-1.73972178425122	8.3223189596167	8.42693360711841	0.104614647501711	713.9945	766.0385	7.28913177902631
DEBY0808	1301.683	1300.965	-0.0551593590759098	7.54829568788501	7.62114031485284	0.0728446269678305	762.354	774.1235	1.5438365903504
DEBY0809	688.319	668.397	-2.89429755680141	8.77020807665982	8.79485284052019	0.0246447638603691	784.245	806.1275	2.79026324681699
DEBY0810	776.024	754.5265	-2.77021071513251	8.22452840520192	8.10192470910335	-0.122603696098562	691.162	733.7825	6.16649931564525
DEBY0811	1028.6845	981.998	-4.53846636164926	7.10070362765229	7.22246954140999	0.121765913757701	640.241	712.1745	11.2353785527637
DEBY0814	1309.118	1307.326	-0.136886056107999	5.69683093771389	5.93539493497604	0.238563997262149	669.993	650.648648648649	-2.8872467848696
DEBY0815	1514.03	1460.6185	-3.52777025554315	8.32077070499658	8.69432717316906	0.373556468172485	742.502	775.413	4.43244597320949
DEBY0816	1165.9655	1147.971	-1.54331324554629	7.25751813826146	7.2334688569473	-0.0240492813141682	714.671	733.529	2.63869668700702
DEBY0819	1870.436	1977.285	5.71251836470212	7.24916358658453	7.12271321013005	-0.126450376454484	710.3595	726.1365	2.22098810531849
DEBY0820	703.0355	700.647	-0.339741023035097	8.77915126625599	8.80129637234771	0.0221451060917186	769.405	799.3085	3.88657469083253
DEBY0821	1379.4185	1267.5415	-8.11044653961071	9.26718001368925	9.28754277891855	0.0203627652292955	788.417	809.1865	2.63432929528409
DEBY0825	1403.429	1424.8365	1.52537107327838	6.8235537303217	7.05153867214237	0.227984941820671	707.483	729.542	3.11795477771199
DEBY0826	1470.181	1452.896	-1.17570557638822	5.93912388774812	5.52487885010267	-0.414245037645449	681.516	665.6945	-2.32151556236391
DEBY0828	780.1865	780.7305	0.0697269178587405	8.50033264887064	8.50031759069131	-1.5058179327454e-05	773.4725	802.5545	3.75992682351343
DEBY0829	711.3545	708.005	-0.470862277528298	8.76939630390144	8.84649828884326	0.0771019849418195	768.7845	800.6965	4.15096818419206
DEBY0830	950.708	921.251	-3.09842769809447	9.13854620123203	8.84488295687885	-0.293663244353183	773.763	788.4735	1.90116353457065
DEBY0837	748.21	732.1465	-2.1469239919274	8.29300752908966	8.29124435318275	-0.00176317590691255	710.8365	756.5965	6.43748597602965
DEBY0844	978.594	941.5155	-3.78895640071367	7.62719780971937	7.71105407255305	0.0838562628336756	682.819	733.4845	7.42004835834973
DEBY0845	910.2565	870.085	-4.41320660714865	8.55081177275838	8.58976043805613	0.0389486652977418	714.1785	752.061	5.30434618236196
DEBY0847	1557.592	1446.3355	-7.14285255702393	6.19719644079398	6.27917453798768	0.0819780971937032	683.7455	701.4395	2.58780496544402
DEBY0848	1093.9875	1024.2905	-6.37091374444405	7.15042026009582	7.22910061601643	0.0786803559206026	660.154	715.4505	8.37630310503307
DEBY0850	937.7815	908.0295	-3.17259404242887	7.65339904175222	7.78131279945243	0.127913757700206	700.0615	749.7825	7.10237600553666
DEBY0852	1020.8965	942.76	-7.65371416201349	7.42939767282683	7.46917453798768	0.0397768651608494	592.9595	665.8505	12.2927451200293
DEBY0853	825.572	817.35	-0.995915559151699	8.22411909650924	8.25107049965777	0.0269514031485283	736.0075	776.724	5.53207677910891
DEBY0856	1128.699	1044.3045	-7.47714846916672	7.33297193702943	7.44310882956879	0.110136892539357	710.071	737.168	3.81609726351308
DEBY0857	845.0925	845.4815	0.0460304641208061	8.80584668035592	8.8066392881588	0.000792607802875267	778.445	804.6525	3.36664761158463
DEBY0858	793.6995	763.338	-3.82531424046506	8.45188090349076	8.55062833675565	0.0987474332648866	742.3915	785.8995	5.86051968536817
DEBY0859	753.0915	729.1655	-3.1770375844104	8.77075290896646	8.76602327173169	-0.00472963723477093	796.557	813.745	2.15778657396771
DEBY0862	1022.4435	1011.8045	-1.04054649474519	8.13778507871321	8.17168377823409	0.0338986995208774	773.5205	791.298	2.29825841719774
DEBY0863	1020.9745	965.2185	-5.46105705872185	7.35154004106776	7.39174264202601	0.0402026009582483	668.292	722.227	8.0705739407325
DEBY0864	732.7205	728.6225	-0.559285566597353	8.88810814510609	8.91329089664613	0.0251827515400418	797.9135	821.3935	2.94267486387934
DEBY0869	759.694	751.721	-1.04950150981842	8.73433264887064	8.70060369609856	-0.0337289527720745	767.3855	795.2545	3.63168186002994
DEBY0871	1130.348	1094.901	-3.13593689730949	8.67966461327858	8.67536892539357	-0.00429568788501022	788.576	813.286	3.13349632755751
DEBY0873	817.066	827.3445	1.25797671179561	9.09201505817933	9.0839151266256	-0.00809993155373157	718.6235	775.491	7.91339275712526
DEBY0876	948.494	911.9735	-3.85036700284872	7.159318275154	7.17724024640657	0.0179219712525667	653.5585	711.8465	8.91855893542812
DEBY0877	711.95	709.7585	-0.307816560151699	9.03270773442847	9.11202600958248	0.0793182751540034	777.4875	812.046	4.44489461245359
DEBY0878	823.8075	821.7655	-0.247873441307591	8.33809308692676	8.35812457221081	0.0200314852840506	713.1255	744.327	4.3753168271223
DEBY0879	854.31	839.427	-1.74210766583559	8.61074880219028	8.62418206707734	0.0134332648870625	751.2545	793.6005	5.63670500476204
DEBY0880	694.1	674.719	-2.79224895548193	8.72479671457906	8.78653798767967	0.0617412731006173	771.754	803.5135	4.11523620220951
DEBY0881	1760.1485	1760.1775	0.00164758825748076	7.40347980835045	7.84672553045859	0.443245722108145	702.4595	750.5455	6.8453768509074
DEBY0887	1722.948	1814.83	5.33283651044605	6.33728542094456	6.10557152635181	-0.231713894592745	702.73	711.7105	1.27794458753718
DEBY0888	989.439	967.4735	-2.21999537111433	8.46951540041068	8.77138124572211	0.301865845311429	765.1985	791.4895	3.43584050413063
DEBY0890	817.864	806.3075	-1.41300998699051	8.29143326488706	8.31179329226557	0.0203600273785085	758.6525	784.98	3.47029766592743
DEBY0895	620.907	611.333	-1.54193784254324	9.65932101300479	9.59373032169747	-0.0655906913073228	798.1245	825.7965	3.46712824878826
DEBY0896	657.3035	671.6545	2.18331410071603	9.42098015058179	9.53726488706365	0.116284736481862	797.3405	807.336	1.25360495296551
DEBY0897	1098.0245	1095.728	-0.209148338675496	7.99291991786448	7.99386858316222	0.000948665297741513	771.2645	789.3025	2.33875667815646
DEBY0901	1849.119	1814.9235	-1.84928606541817	7.69135523613963	7.73741136208077	0.0460561259411367	729.6875	753.362	3.24447109207708
DEHE0902	788.3835	763.3375	-3.1768802873221	8.45964681724846	8.64776728268309	0.188120465434633	696.927	742.775	6.57859431475606
DEHE0904	734.6775	746.4705	1.6051941157855	8.50950444900753	8.49766735112936	-0.0118370978781659	699.917	736.0705	5.16539818292741
DEHE0905	750.68	780.15	3.92577396493844	8.60578097193703	8.53821629021218	-0.0675646817248463	702.4965	729.953	3.9084180490579
DEHE0906	910.838	896.4985	-1.57431947283709	8.46937577002053	8.50269815195072	0.0333223819301853	715.5445	754.715	5.47422277719973
DEHE0907	1111.5565	1075.8485	-3.21243229651395	7.57528678986995	7.67559890485968	0.100312114989733	610.638	683.6695	11.95986820342
DEHE0909	720.3655	712.614	-1.07605097689992	8.39811909650924	8.61487474332649	0.216755646817248	688.288	741.199	7.68733437165837
DEHE0911	909.009	911.3075	0.252857782486213	8.27683230663929	8.27914579055441	0.00231348391512576	675.7795	724.2065	7.16609485786414
DEHE0912	950.3445	942.212	-0.855742312393014	8.59621492128679	8.61602464065708	0.0198097193702935	711.9065	740.992	4.08557865393841
DEHE0914	708.4045	695.245	-1.85762512801655	8.5561478439425	8.57790554414784	0.02175770020534	736.316	767.4275	4.22529185838688
DEHE0915	946.577	870.55	-8.03178188356574	9.9021916495551	9.91601095140315	0.0138193018480486	726.925	803.1335	10.4836812601025
DEHE0917	1052.9625	1006.5305	-4.40965371511331	7.96050787132101	8.06604106776181	0.105533196440794	662.3495	719.252	8.59100822149032
DEHE0918	798.9805	767.75	-3.90879376905945	8.3828295687885	8.69944284736482	0.316613278576316	705.338	752.684	6.71252647666793
DEHE0921	694.0935	684.8665	-1.3293598052712	8.49708281998631	8.53552498288843	0.0384421629021219	701.464	738.848	5.32942531619583
DEHE0922	1002.6335	955.253	-4.72560511891931	8.0834674880219	8.25968514715948	0.176217659137578	683.27	738.9495	8.14897478302867
DEHE0923	658.217	647.9155	-1.56506137033836	9.70266119096509	9.7211074606434	0.0184462696783037	752.313	785.1275	4.36181482973177
DEHE0924	866.8005	843.801	-2.65337871863248	9.16607802874743	9.17524709103354	0.00916906228610515	736.031	765.766	4.03991136242901
DEHE0925	888.303	883.1095	-0.584654110140369	7.8252772073922	7.89732375085558	0.0720465434633812	629.983	695.058	10.3296438157855
DEHE0926	1035.4945	1008.079	-2.64757562691062	8.16641341546886	8.22448596851472	0.058072553045859	678.9935	730.561	7.59469715100364
DEHE0927	1097.286	1038.436	-5.36323255741893	8.09195208761123	8.18239425051335	0.0904421629021215	681.015	734.792	7.89659552285927
DEHE0928	866.2005	856.958	-1.06701623931179	8.47131690622861	8.5043832991102	0.0330663928815884	721.9585	759.497	5.19953709250603
DEHE0930	844.9215	802.0215	-5.07739476389226	10.1371115674196	10.0137412731006	-0.12337029431896	770.4425	820.147	6.45142239686932
DEHE0931	693.878	668.155	-3.70713583655916	8.67426146475017	8.75280219028063	0.0785407255304591	703.8145	741.215	5.31397122395174
DEHE0932	1043.92	916.7545	-12.1815368993793	8.36000136892539	8.51146338124572	0.151462012320328	662.4975	715.0195	7.92787897312819
DEHE0933	779.9575	727.94	-6.66927364632048	9.24268856947296	9.34776180698152	0.105073237508556	695.7535	754.003	8.37214616958447
DEHE0934	778.856	749.397	-3.78234230717873	8.83116769336071	8.86409856262834	0.0329308692676253	696.146	739.011	6.15747271405711
DEHE0935	885.28	803.2215	-9.26921425989517	8.69589048596852	8.85029295003422	0.154402464065708	740.191	773.092	4.44493380762532
DEHE0936	1041.383	968.0885	-7.03818863953031	9.73961396303901	9.76219575633128	0.0225817932922663	705.948	786.59	11.4232209737828
DEHE0937	923.073	868.724	-5.8878333566251	8.51579603011636	8.44493497604381	-0.0708610540725534	678.827	708.5995	4.38587445696769
DEHE0938	678.497	665.4465	-1.92344255022499	9.52573990417522	9.56812457221081	0.0423846680355915	730.062	768.873	5.31612383605775
DEHE0939	865.5355	841.9675	-2.72293857386554	8.06284052019165	8.13613278576318	0.073292265571526	664.2605	720.294	8.43547072270591
DEHE0940	905.8955	910.16	0.470749661522782	8.84931279945243	8.82596303901437	-0.0233497604380553	737.827	759.9455	2.99778945470958
DEHE0941	735.167	724.052	-1.51190137751015	8.28131690622861	8.25811772758385	-0.0231991786447647	716.051	749.2365	4.63451625652362
DEHE0943	930.704	912.8885	-1.91419613539858	9.97074058863792	9.74849418206708	-0.222246406570843	742.8225	794.902	7.01102887971219
DEHE0944	939.609	917.5545	-2.34719973946611	7.5258932238193	7.49851334702259	-0.0273798767967142	611.9555	681.9945	11.4451132476136
DEHE0945	744.8715	742.263	-0.35019463088599	8.70535249828884	8.7348733744011	0.0295208761122527	712.6395	747.0025	4.82193310923685
DEHE0947	1056.892	1021.0965	-3.38686450460407	8.26651745379877	8.25303080082135	-0.0134866529774129	694.59	734.0505	5.68112123698875
DEHE0948	882.0435	833.8745	-5.46106853006681	9.27270362765229	9.59867898699521	0.325975359342916	748.166	797.9795	6.65808122796279
DEHE0950	898.419	878.8735	-2.17554392772193	9.62463107460643	9.56401232032854	-0.0606187542778915	725.988	781.92	7.70425957453841
DEHE0952	778.506	770.8485	-0.983614769828382	10.2254483230664	10.1594360027379	-0.066012320328543	786.9155	825.5035	4.9037031294974
DEHE0954	703.363	708.402	0.716415279165948	8.5481054072553	8.67347433264887	0.125368925393566	682.818	734.616	7.58591601275889
DEHE0957	750.4145	736.8605	-1.80620177248707	8.67847501711157	8.75013963039014	0.0716646132785765	683.8085	730.907	6.88767396135028
DEHE0958	854.7215	825.747	-3.38993461612935	8.11045585215606	8.38521971252567	0.27476386036961	663.796	713.8855	7.54591772170967
DEHE0959	806.6475	799.212	-0.921778100099492	8.64597399041752	8.72345106091718	0.0774770704996577	740.2805	769.521	3.94992168509097
DEHE0960	720.382	730.7545	1.43986107370812	8.55007255304586	8.49376180698152	-0.0563107460643408	721.966	764.1155	5.83815581343166
DEHE0962	1027.225	966.1645	-5.94421864732652	7.40949212867899	7.30245995893224	-0.107032169746748	595.762	664.654	11.563678113072
DEHE0963	767.9305	726.651	-5.37542134346793	8.77082135523614	8.91424366872005	0.143422313483915	683.6325	734.947	7.50615279408163
DEHE0964	732.0825	694.921	-5.07613554483271	8.51714715947981	8.86562765229295	0.348480492813142	721.4135	777.459	7.76884546795978
DEHE0965	729.2515	698.9125	-4.16029312246873	8.99486516084873	9.041106091718	0.0462409308692671	695.9415	742.201	6.64703858011054
DEHE0967	939.951	937.3865	-0.272833371101267	8.51318685831622	8.56665571526352	0.0534688569472976	719.634	746.0625	3.67249185002376
DEHE0968	843.797	825.206	-2.20325504831138	8.35217932922656	8.32157152635181	-0.0306078028747425	703.989	749.987	6.53390891050853
DEHE0969	967.5455	966.2475	-0.134153897671984	8.92523613963039	8.89813552361396	-0.027100616016428	736.998	756.989	2.71249040024533
DEHE0971	732.5705	707.1945	-3.46396694925609	8.4274250513347	8.54786036960986	0.120435318275153	685.571	732.815	6.89118997157113
DEHE0973	757.8405	730.3895	-3.62226616286673	9.12493086926762	9.19129500342231	0.0663641341546892	742.7425	765.745	3.09696833020864
DEHE0975	878.6945	867.7915	-1.24081805451154	8.42782340862423	8.46561122518823	0.0377878165639984	703.6095	747.4855	6.23584530908124
DEHE0977	801.786	789.1945	-1.57043151165024	8.61413689253936	8.67732511978097	0.063188227241616	719.7255	755.4445	4.96286431424202
DEHE0978	752.5705	640.903	-14.8381447319553	9.12916221765914	9.80975496235455	0.680592744695414	689.1915	771.7305	11.9762069033063
DEHE0979	771.4115	785.3055	1.80111393205833	8.38866666666667	8.2749787816564	-0.113687885010268	703.8635	754.299	7.16552286061146
DEHE0980	749.5415	696.311	-7.10174153132283	9.03679397672827	9.01068309377139	-0.0261108829568784	702.066	740.1895	5.43018747525162
DEHE0981	976.6015	943.78	-3.36078738359505	9.42263655030801	9.43548665297741	0.0128501026694057	696.896	770.841	10.6106219579392
DEHE0983	736.7345	719.808	-2.29750337468926	9.39569746748802	9.44728405201917	0.0515865845311438	747.2925	777.731	4.07317081330269
DEHE0984	691.841	677.552	-2.065358948082	9.58976728268309	9.6190212183436	0.0292539356605079	757.367	787.0825	3.92352716714618
DEHE0985	636.3915	618.4215	-2.82373350366872	10.870726899384	10.9596386036961	0.0889117043121157	800.012	841.103	5.13629795553068
DEHE0986	752.6145	717.836	-4.62102444212806	8.50356057494866	8.83701711156742	0.333456536618755	716.7875	768.8155	7.2584971138587
DEHE0988	679.1475	677.3495	-0.264743667612706	9.30146064339493	9.29115537303217	-0.010305270362764	724.5275	767.87	5.98217458964637
DEHE0989	706.8845	690.634	-2.29889041279021	8.62158658453114	8.66428884325804	0.0427022587268997	719.02	759.4265	5.61966287446803
DEHE0991	742.7995	739.7795	-0.406570009807489	8.6710006844627	8.81366872005476	0.14266803559206	738.711	776.6795	5.13983140903546
DEHE0992	721.6395	699.065	-3.12822399549915	9.56987953456537	9.92907186858316	0.359192334017795	719.0295	775.357	7.83382322978403
DEHE0993	769.264	723.607	-5.93515360136443	9.67870499657769	9.77525804243669	0.096553045859002	719.1615	768.7935	6.90137055445822
DEHE0994	831.0695	817.323	-1.65407345595043	8.64863381245722	8.67912525667351	0.03049144421629	697.4095	731.0905	4.82944382030931
DEHE0996	718.814	700.1015	-2.60324645875012	8.64456125941136	8.71616427104723	0.071603011635867	683.303	724.1355	5.97575307001432
DEHE0997	685.219	620.586	-9.432458819735	9.09069952087611	9.20905270362765	0.118353182751539	705.5385	739.2635	4.78003680876381
DEHE0998	830.019	833.8835	0.465591751514111	8.08681861738535	8.07749075975359	-0.00932785763175836	669.8515	723.285	7.97691727196253
DEHE0999	1046.196	928.528	-11.2472232736504	8.15291991786448	8.19670636550308	0.0437864476386043	641.7675	691.015	7.6737291932047
DEHE1001	819.556	775.769	-5.34277096379014	8.38700889801506	8.49509514031485	0.108086242299795	649.9095	709.9635	9.24036346599028
DEHE1002	708.2505	716.3115	1.13815662678671	8.64286379192334	8.62783436002738	-0.015029431895961	712.457	745.386	4.62189297038277
DEHE1003	807.6215	792.8955	-1.82337889716903	9.17030527036277	9.03058042436687	-0.139724845995893	727.9195	749.837	3.01097854913902
DEHE1005	1108.9255	993.7575	-10.3855488939518	7.99253388090349	8.04877618069815	0.0562422997946612	635.2895	697.6745	9.81993248747223
DEHE1006	1075.372	942.0145	-12.4010574945228	7.94449418206708	8.00851471594798	0.0640205338809041	622.976	677.0025	8.67232445551674
DEHE1009	792.8215	808.0115	1.91594198694157	8.29867761806982	8.21058726899384	-0.0880903490759763	687.9275	739.713	7.52775546841781
DEHE1011	857.638	873.779	1.88202948096985	8.68128952772074	8.56009719370294	-0.121192334017797	743.6625	758.5885	2.00709327147732
