id	P_sum_CAM	P_sum_Estr	rel_diff_P	T_mean_CAM	T_mean_Estr	T_diff	Epot_sum_CAM	Epot_sum_Estr	rel_diff_Epot
GB000085	926.3365	861.776	-6.96944360931475	8.1246379192334	8.26964134154689	0.145003422313483	485.5	576.603756756757	18.7649344504133
GB000086	748.81	734.063	-1.96939143440927	8.87095414099931	9.00265160848734	0.131697467488022	500.5515	603.594439189189	20.5858816104215
GB000087	830.526	791.603	-4.68654804304743	8.43488706365503	8.64333607118412	0.208449007529088	494.3705	591.371581081081	19.6211305247949
GB000088	995.7785	929.029	-6.70324776042061	7.76567282683094	7.88165366187543	0.11598083504449	477.461	571.296344594595	19.6529862322985
GB000090	1183.5245	1139.4785	-3.72159596189179	7.55728542094456	7.55645722108145	-0.00082819986310767	462.1765	581.5125	25.8204387284944
GB000091	1374.6635	1240.6075	-9.75191383200325	7.10786858316222	7.15671047227926	0.0488418891170426	453.7065	566.604	24.8833772493892
GB000093	1023.2145	991.87	-3.06333618219835	7.80005065023956	7.8742984257358	0.074247775496235	473.823	584.789716216216	23.419444859413
GB000094	1365.335	1302.3325	-4.61443528511318	7.0668501026694	7.286553045859	0.219702943189596	461.618	582.134484727879	26.1074058480992
GB000095	717.899	689.695	-3.92868634724384	9.14396030116359	9.31134291581109	0.167382614647503	505.2215	609.996256756757	20.7383804443708
GB000097	1317.007	1154.985	-12.3022884464547	6.87557289527721	6.99330869267625	0.117735797399042	460.311	550.764974546464	19.6506219808921
GB000098	982.4395	910.1005	-7.36320149993971	7.82010951403149	8.13550308008214	0.315393566050651	487.9955	586.315493243243	20.1477253874766
GB000099	800.272	734.5535	-8.21202041305957	8.48168514715948	8.88855989048597	0.406874743326489	494.082	611.614277027027	23.7880102952601
GB000102	1150.3765	1158.4385	0.700814037838927	7.38176454483231	7.5292128678987	0.147448323066393	477.838	561.258837837838	17.4579748445787
GB000103	1588.126	1275.492	-19.6857176319763	6.5058083504449	6.64917453798768	0.143366187542779	458.2545	539.343799518697	17.695254387834
GB000104	707.1695	660.1355	-6.65102213825681	9.03481724845996	9.32296646132786	0.288149212867898	510.5315	627.795878470937	22.9690780041852
GB000105	718.8675	650.095	-9.56678386489861	9.00816016427105	9.36938124572211	0.361221081451061	512.412	628.34337171418	22.6246402727063
GB000107	740.4275	659.859	-10.8813489504374	9.39647227926078	9.75259137577002	0.356119096509239	524.637	637.60177027027	21.5319869300622
GB000108	774.8075	676.267	-12.7180622283599	9.19564955509925	9.53744421629021	0.341794661190963	520.107	627.268466216216	20.6037346577178
GB000110	720.266	666.9395	-7.40372306897728	9.50172210814511	9.8794674880219	0.377745379876796	526.423	666.110230099963	26.5351685051685
GB000111	775.879	692.293	-10.7730715743048	9.26375633127994	9.50384394250513	0.240087611225189	520.4335	640.345682432432	23.0408270091054
GB000119	790.7875	816.169	3.2096486097719	9.24904038329911	9.70653798767967	0.457497604380562	510.7285	636.790439004073	24.6827696132236
GB000120	770.8845	778.254	0.955979786855231	9.45205749486653	9.91914305270363	0.467085557837098	515.5025	654.381134168415	26.940438536848
GB000121	820.7485	818.5525	-0.267560647384677	9.28163997262149	9.75305817932923	0.471418206707733	513.059	644.838082549666	25.684976298957
GB000123	712.5425	761.766	6.9081493384605	9.50772210814511	9.9467227926078	0.439000684462696	513.7245	651.539352369493	26.8266069400024
GB000124	1501.4595	1272.2075	-15.2686103088362	7.24395482546201	7.68557700205339	0.441622176591376	494.0365	552.888076406886	11.9123944094994
GB000125	1407.41	1236.7075	-12.1288394995062	7.68824093086927	7.82687337440109	0.138632443531828	473.0865	563.7405	19.1622462276983
GB000126	1182.729	1213.866	2.63264027516026	8.62334154688569	8.75020396988364	0.126862422997947	490.5825	585.613170399852	19.3709866128229
GB000128	818.8495	692.696	-15.4061888051467	9.05768377823409	9.25608350444901	0.198399726214921	510.5215	626.83975	22.784202036545
GB000129	969.598	729.713	-24.740665719195	8.46853388090349	8.74144010951403	0.272906228610539	501.183	606.790648648649	21.0716741486939
GB000130	1478.1295	1284.141	-13.12391776228	7.8039575633128	8.01978370978782	0.215826146475017	480.1815	563.0385	17.25535032066
GB000131	1884.196	1481.99	-21.3462930608068	7.27009445585216	7.36457768651608	0.0944832306639283	441.322	544.444567160832	23.3667406476071
GB000132	902.389	711.629	-21.1394420809651	8.48088432580424	8.91825325119781	0.437368925393566	504.487	617.727344594595	22.44663283585
GB000133	868.427	764.0045	-12.0243267424896	8.93069404517454	9.56516769336071	0.634473648186173	518.459	636.821091301061	22.829595262318
GB000135	626.865	668.7365	6.67950834709227	9.80440930869268	10.1314934976044	0.327084188911703	526.443	672.769510551647	27.7953188762406
GB000136	1253.0115	1056.9215	-15.6494972312704	8.48928268309377	8.72519917864476	0.235916495550994	483.0915	593.6175	22.8788956129429
GB000139	961.1065	902.419	-6.1062431686811	8.90625735797399	9.3787665982204	0.472509240246406	504.4905	614.377810440578	21.7818393885668
GB000142	1095.2275	1162.5555	6.14739859983428	8.47502806297057	8.72054346338125	0.245515400410678	492.893	585.202555257312	18.7281124417089
GB000143	795.961	692.689	-12.9745050322817	9.19196167008898	9.36168377823409	0.169722108145105	513.001	620.272722972973	20.9106264847384
GB000145	1189.1315	1072.5285	-9.80572796196216	7.67836276522929	8.03090075290897	0.352537987679671	479.7505	577.1265	20.2972169909151
GB000147	775.57	752.527	-2.97110512268395	9.69274332648871	9.83442710472279	0.141683778234086	524.749	670.344929748241	27.7458231932298
GB000148	1042.9985	956.4495	-8.29809438843873	8.72591101984942	9.06552224503764	0.339611225188227	511.8315	620.255260921881	21.1834873238323
GB000152	960.3105	892.7835	-7.03178815601829	9.06980150581793	9.323318275154	0.253516769336072	512.9275	630.964882265828	23.0124885614102
GB000154	1207.649	1177.3315	-2.51045626668013	8.23504859685147	8.5060205338809	0.270971937029431	503.1715	595.344067127916	18.3183203197947
GB000155	657.365	628.2995	-4.42151620484815	9.73723613963039	10.0484613278576	0.311225188227242	527.07	698.077794335431	32.4449872569927
GB000156	689.9905	685.0395	-0.717546111142097	9.87014236824093	10.0574332648871	0.187290896646132	526.541	688.343812291744	30.7293852314908
GB000157	1106.0315	1004.7775	-9.15471213975372	8.49022587268994	8.82044079397673	0.330214921286789	509.295	610.578443261755	19.8869895172258
GB000158	1342.8405	1253.0335	-6.68783820565436	7.84393429158111	8.0688090349076	0.224874743326488	513.6445	581.578871703896	13.2259513542724
GB000159	816.6845	758.003	-7.18533289171034	9.5815318275154	9.85240109514032	0.270869267624915	526.3555	676.20938541281	28.4700901601313
GB000160	893.173	828.609	-7.22861080664104	9.2656386036961	9.59548802190281	0.329849418206708	511.8165	636.106028137727	24.2840018127057
GB000161	1186.2705	1073.397	-9.5149883605805	8.2306803559206	8.73289664613279	0.502216290212184	496.385	599.029691040355	20.678443353517
GB000162	694.286	704.8235	1.5177462889933	9.59438603696099	9.93826009582478	0.343874058863792	524.431	670.812911542536	27.9125207210359
GB000163	1113.8005	1041.8915	-6.45618313153923	8.42379739904175	8.82018343600274	0.396386036960985	505.9285	609.936062014069	20.5577590537139
GB000164	831.7985	770.3055	-7.39277601486418	9.35911430527036	9.81160848733744	0.452494182067076	521.0905	651.91358611345	25.1056363747661
GB000165	623.9285	650.9905	4.33735596306308	9.94058316221766	10.2038480492813	0.263264887063654	526.2815	684.239118474639	30.0139029159564
GB000166	789.599	747.551	-5.32523470774404	9.69008898015058	9.77965503080082	0.0895660506502391	519.1815	652.843439559422	25.7447423607009
GB000167	886.8315	789.717	-10.9507273929715	9.34897467488022	9.75118001368925	0.402205338809035	519.364	648.505477714015	24.8653117493733
GB000168	714.602	670.4265	-6.1818326844873	9.79843942505133	10.0175359342916	0.219096509240247	528.6345	696.222981488338	31.7021460930638
GB000169	707.78	640.868	-9.45378507445815	9.79340725530459	10.1331498973306	0.339742642026009	533.8035	681.792985928566	27.7235885355877
GB000170	770.5775	716.21	-7.05542271867527	9.82114715947981	9.98804380561259	0.166896646132786	526.7945	672.96167104776	27.7465256466725
GB000172	677.851	627.793	-7.38480875590653	9.8949568788501	10.1539575633128	0.259000684462697	529.4225	687.639805257312	29.884884993991
GB000174	763.004	728.4775	-4.52507457365886	9.77568377823409	9.93521149897331	0.15952772073922	525.4635	674.21859977786	28.3093116416002
GB000175	767.6485	757.4	-1.33505113342891	9.65458453114305	9.78727310061602	0.132688569472963	525.082	669.383425768234	27.4816934818246
GB000176	669.5705	656.8225	-1.90390705683719	9.91149486652977	10.1299630390144	0.2184681724846	529.177	703.174944835246	32.8808593032664
GB000178	659.1705	670.71	1.75060928849214	9.78028336755647	10.1313593429158	0.351075975359343	525.797	680.232884672344	29.3717698412778
GB000180	739.7105	712.0555	-3.73862477279961	9.46737029431896	9.82469815195072	0.357327857631759	523.493	663.385172121813	26.7228352856319
GB000181	703.09	665.8	-5.30373067459357	9.67738535249829	9.98402327173169	0.306637919233401	528.7775	677.018503332099	28.0346654939175
GB000182	1128.5565	1050.0755	-6.95410464606781	8.43400821355236	8.84578234086242	0.411774127310061	500.193	606.436916512403	21.2405844368879
GB000183	725.889	625.292	-13.8584549428356	9.76070088980151	9.96286926762491	0.202168377823408	538.7145	631.009182710107	17.1323925214761
GB000184	736.33	632.883	-14.0489997691253	9.60156741957563	9.94257768651608	0.341010266940451	536.1775	637.95146436505	18.9813941027085
GB000185	673.579	629.0795	-6.6064262692275	9.84842162902122	10.0430047912389	0.194583162217658	524.5245	661.927067567568	26.1956434003688
GB000186	629.9115	611.955	-2.85063854208089	9.97707049965777	10.1880999315537	0.211029431895961	534.294	678.005817567568	26.8975166420674
GB000187	643.637	601.3895	-6.56387062894146	9.85427515400411	10.1525516769336	0.2982765229295	532.7685	695.430569048501	30.5314726843836
GB000188	722.58	622.2845	-13.8801931966011	9.80204654346338	9.97517590691307	0.173129363449691	537.0705	636.456617456498	18.5052274247976
GB000189	674.3585	604.6985	-10.3298171521528	9.67740041067762	10.1466926762491	0.469292265571525	536.113	698.932394853758	30.370350066825
GB000190	738.521	634.1055	-14.1384605177104	9.49491033538672	9.95285420944558	0.457943874058863	532.58	646.37847972973	21.3673963967347
GB000191	676.7265	619.3225	-8.48259969130808	9.8241273100616	10.0488747433265	0.224747433264886	529.8655	656.497715568308	23.8989357805534
GB000192	629.4595	591.032	-6.10484074034948	10.1159575633128	10.262984257358	0.147026694045175	545.096	697.555856164384	27.9693588220027
GB000193	681.195	610.311	-10.4058309294695	9.62050239561944	10.0870814510609	0.466579055441478	536.1265	694.915473435765	29.6178184506389
GB000195	647.3435	594.3435	-8.18730704795831	9.98533470225873	10.2392005475702	0.253865845311429	539.922	702.304017030729	30.075088073968
GB000197	681.2395	617.9485	-9.29056521238125	9.80416700889801	10.0786652977413	0.274498288843258	533.521	704.291559792669	32.0082170697441
GB000198	676.634	636.9935	-5.85848479384719	9.83729089664613	10.0562368240931	0.218945927446955	528.056	707.329728526472	33.9497569436711
GB000199	674.082	598.272	-11.2464062235752	9.74714715947981	10.1608377823409	0.413690622861054	540.4465	696.727204553869	28.9169611707854
GB000200	707.3415	638.258	-9.76664030033583	9.58814373716632	9.90392060232717	0.315776865160847	536.077	696.648485098112	29.9530636640094
GB000201	662.107	598.177	-9.65553905939674	10.0115099247091	10.3065817932923	0.295071868583161	536.5065	720.06193530174	34.213086943353
GB000202	674.639	611.0365	-9.42763463126206	9.92078439425051	10.2483107460643	0.327526351813827	533.316	718.303849407627	34.6863490702748
GB000203	674.812	657.591	-2.55197003017137	9.880128678987	10.1013196440794	0.221190965092402	529.7935	712.461832562014	34.4791569851299
GB000204	675.545	660.086	-2.28837457164215	9.83118001368925	10.0385284052019	0.207348391512662	530.146	709.420081173639	33.8159829883918
GB000205	699.394	638.5555	-8.69874491345364	10.2078439425051	10.2608692676249	0.0530253251197799	552.4725	682.626	23.5583671585463
GB000206	716.5595	657.985	-8.17440840572207	10.0715208761123	10.1528802190281	0.0813593429158104	549.238	666.419621621622	21.3353084858698
GB000207	610.568	578.385	-5.27099356664614	10.2451293634497	10.4361163586585	0.19098699520876	540.8915	727.558452332469	34.5109790655741
GB000208	617.8615	597.029	-3.37171032666706	10.3078822724162	10.3611882272416	0.0533059548254631	548.7495	706.0565	28.666449809977
GB000209	638.678	591.98	-7.31166565937765	10.2688240930869	10.352559890486	0.0837357973990418	547.315	714.839554054054	30.6084346407561
GB000210	701.1045	667.5735	-4.78259660293153	9.87567967145791	10.2125106091718	0.336830937713895	531.7355	717.348714550167	34.9070570895053
GB000211	663.9355	617.3175	-7.02146518750691	10.2989226557153	10.3522149212868	0.0532922655715264	553.6375	686.6205	24.0198685963288
GB000213	589.9435	589.2605	-0.115773798677349	10.3884038329911	10.4878302532512	0.0994264202600963	536.2255	728.662705479452	35.8873655727771
GB000214	607.5325	610.0665	0.417097027731025	10.2674414784394	10.4433867214237	0.175945242984257	532.79	723.679	35.828187465981
GB000215	624.287	585.94	-6.14252739525252	10.2423641341547	10.3405160848734	0.0981519507186857	544.8365	720.933601351351	32.3210910706884
GB000216	622.246	591.426	-4.95302500940142	10.2171841204654	10.4362409308693	0.219056810403833	538.687	725.767184931507	34.7289214203251
GB000218	621.0475	621.17	0.0197247392510147	10.1768295687885	10.3983969883641	0.221567419575633	534.464	722.639616438356	35.2082865147804
GB000219	678.2345	645.077	-4.88879583683815	10.3097618069815	10.3298535249829	0.0200917180013693	548.667	689.84047972973	25.7302662142483
GB000220	656.5815	624.424	-4.8977164297197	10.1232019164956	10.4165790554415	0.293377138945926	532.139	725.169198630137	36.2743942146952
GB000221	697.5755	645.9985	-7.39375164408729	10.0003531827515	10.193961670089	0.193608487337439	549.1395	648.560396519807	18.1048525046564
GB000222	622.434	622.111	-0.051893052114759	10.2065051334702	10.4267446954141	0.220239561943876	528.542	719.902130136986	36.2052836173826
GB000223	643.1745	607.367	-5.56730716158679	10.3163189596167	10.3697590691307	0.05344010951403	551.5035	696.409	26.2746292634589
GB000226	606.337	583.843	-3.70981813743841	10.2401396303901	10.4209733059548	0.180833675564681	540.268	729.012136986301	34.9352797104958
GB000227	703.0885	651.304	-7.36528900700269	10.0660821355236	10.1979808350445	0.131898699520876	545.839	662.122939189189	21.3037066221338
GB000228	654.3515	662.994	1.32077331525945	10.0637782340862	10.3487392197125	0.284960985626283	529.3165	719.430363013699	35.9168593863404
GB000229	655.122	610.302	-6.84147380182623	10.2592922655715	10.4753744010951	0.216082135523614	560.288	669.133209459459	19.4266536958599
GB000230	726.461	623.9495	-14.1110809802591	10.0279082819986	10.3074209445585	0.27951266255989	553.981	633.885844594595	14.4237518244479
GB000231	722.234	635.2385	-12.0453343376246	10.0843299110199	10.2943682409309	0.210038329911018	551.41	654.7205	18.7356957617743
GB000232	705.9175	624.38	-11.5505707111667	10.1580013689254	10.3735509924709	0.215549623545517	559.056	665.104952702703	18.9692897854066
GB000233	627.065	604.8495	-3.5427746724821	10.3253429158111	10.3848076659822	0.0594647501711165	556.644	684.4155	22.9538987216246
GB000234	617.5735	602.319	-2.47007036409432	10.3200438056126	10.3693538672142	0.0493100616016431	555.7735	691.0795	24.3455292488757
GB000236	633.0565	607.2185	-4.08146824177618	10.3284818617385	10.3863230663929	0.0578412046543466	556.028	682.559	22.7562281036207
GB000237	731.064	648.828	-11.2488099537113	9.99049828884326	10.19293908282	0.202440793976729	549.5355	653.468310810811	18.912847452223
GB000238	700.6635	629.227	-10.1955503604797	10.0295523613963	10.3121957563313	0.282643394934976	547.098	652.710844594595	19.3041913139135
GB000239	633.9205	598.7025	-5.55558622887254	10.4089883641342	10.5329418206708	0.123953456536618	564.4995	667.728	18.2867301033925
GB000240	611.604	600.288	-1.85021680695352	10.2854236824093	10.3187830253251	0.0333593429158103	552.4575	703.1955	27.2849947733536
GB000241	605.3905	588.4775	-2.79373396179821	10.3646228610541	10.3142108145106	-0.0504120465434639	550.795	727.5605	32.0927931444548
GB000242	618.141	580.8765	-6.02847893927112	10.2543531827515	10.3202039698836	0.065850787132101	547.8855	727.8305	32.8435412143596
GB000243	640.0485	595.485	-6.96251924658834	10.1488240930869	10.2437782340862	0.0949541409993166	552.5135	713.013952702703	29.0491458946619
GB000244	617.3895	579.8655	-6.07784874864247	10.1291608487337	10.3421232032854	0.212962354551678	546.593	727.758466216216	33.1444907300708
GB000245	628.517	580.887	-7.57815619943456	10.1067843942505	10.3446023271732	0.237817932922654	546.2305	727.0925	33.1109302757718
GB000246	643.2735	581.6825	-9.57462105931614	10.0917056810404	10.3250143737166	0.23330869267625	548.4385	724.813	32.1593943532411
GB000247	621.178	601.0315	-3.24327326466811	10.409241615332	10.6287214236824	0.219479808350444	540.258	731.0535	35.3156269782215
GB000248	597.17	571.149	-4.35738566907245	10.4325489390828	10.4391238877481	0.00657494866529795	547.04	742.481	35.7270035097982
GB000249	612.015	577.9	-5.57420978243997	10.3496153319644	10.3442943189596	-0.00532101300479049	548.9155	735.742	34.0355664942965
GB000250	621.405	585.5825	-5.76475889315342	10.3042108145106	10.4035975359343	0.0993867214236825	543.306	732.841	34.8854973072265
GB000251	611.8215	572.1925	-6.47721598538136	10.3895523613963	10.4304202600958	0.0408678986995223	545.2245	741.0235	35.9116290628906
GB000252	613.9955	575.2745	-6.30639801106034	10.354598220397	10.4158494182067	0.0612511978097192	545.152	738.334	35.4363553651092
GB000253	638.135	590.224	-7.50797245097042	10.1827310061602	10.3936687200548	0.210937713894593	544.2545	726.541	33.4928787910803
GB000254	612.6155	605.3455	-1.18671499496829	10.4795277207392	10.6676016427105	0.188073921971252	537.926	736.6455	36.9417912500976
GB000255	608.976	603.666	-0.87195554504612	10.6087091033539	10.8533880903491	0.24467898699521	535.3915	739.0035	38.0304879700182
GB000256	631.793	587.8665	-6.95267278998027	10.237485284052	10.3890924024641	0.151607118412047	544.0935	728.852	33.9571231782773
GB000257	593.6145	591.9655	-0.277789710325453	10.6361026694045	10.5725694729637	-0.0635331964407939	539.0605	743.3585	37.8989000307016
GB000258	581.6075	557.0585	-4.22088779804249	10.5961697467488	10.7848911704312	0.188721423682409	549.052	750.414	36.6744862053139
GB000260	653.835	642.848	-1.68039337141635	10.0343230663929	10.4058206707734	0.371497604380561	539.0375	715.508219178082	32.7381154702747
GB000261	649.9975	617.245	-5.03886553409822	10.0669938398357	10.374128678987	0.307134839151267	539.416	716.088	32.7524582140686
GB000262	637.151	604.6755	-5.09698642864878	10.3533661875428	10.6592717316906	0.305905544147844	535.885	726.4705	35.5646267389459
GB000263	638.9135	624.402	-2.27127772382333	10.1279822039699	10.496392881588	0.368410677618069	533.409	719.574095890411	34.9010038995238
GB000264	668.785	631.8545	-5.52202875363533	10.4496180698152	10.9883080082136	0.538689938398358	537.3745	726.131479452055	35.1257790334403
GB000265	662.479	640.937	-3.25172571507927	9.91196167008898	10.3347597535934	0.42279808350445	541.9905	715.023691780822	31.9255027128376
GB000266	663.3895	652.715	-1.60908485889513	10.0829144421629	10.4196303901437	0.336715947980835	533.2975	714.672753424658	34.0101450737454
GB000267	670.5075	626.845	-6.51185855490057	10.346180698152	10.873871321013	0.527690622861053	544.1355	725.304	33.2947400050171
GB000268	618.5295	598.251	-3.27850167211103	10.2918001368925	10.4860725530459	0.194272416153321	541.12	723.7405	33.7486139858072
GB000269	648.638	616.6665	-4.9290205014199	10.0252292950034	10.3383107460643	0.313081451060917	539.6935	715.698616438356	32.6120504394357
GB000270	639.3625	621.816	-2.74437427906703	10.1268514715948	10.4632991101985	0.336447638603698	537.308	718.349	33.6940823512771
GB000273	817.18	747.971	-8.46924790131918	10.045832991102	10.8032895277207	0.757456536618754	520.488	720.868	38.4984860361814
GB000274	658.9845	665.2105	0.944787016993554	10.6506913073238	11.1675975359343	0.516906228610541	525.7445	736.9445	40.1716042678525
GB000275	812.494	727.851	-10.4176769305373	9.69786995208761	10.1659425051335	0.468072553045859	530.349	703.659835616438	32.6786390879286
GB000279	927.421	841.1435	-9.30294871476924	10.1697508555784	10.2834661190965	0.113715263518138	525.7505	733.516	39.5178891888833
GB000280	707.858	687.3145	-2.90220637472486	10.477440109514	11.0443093771389	0.566869267624915	524.8525	736.481	40.3215189029299
GB000281	719.879	677.3365	-5.90967370905388	9.96476796714579	10.3522108145106	0.387442847364818	536.901	711.078363013699	32.4412439190276
GB000282	844.3285	777.1605	-7.95519753271387	10.1457672826831	10.2640082135524	0.118240930869268	522.5885	743.391	42.2516951674214
GB000283	814.3355	744.216	-8.61064020910299	9.9858521560575	10.2597618069815	0.273909650924024	528.036	713.194	35.0654122067435
GB000284	655.131	651.9945	-0.478759209990074	10.2168993839836	10.6507008898015	0.433801505817932	528.0915	732.764318955942	38.7570750439919
GB000285	768.418	732.201	-4.71318995650804	9.88954277891855	10.2960342231348	0.406491444216289	531.873	713.488	34.1463093633255
GB000286	884.486	745.934	-15.6646911313464	9.59547707049966	10.1260479123888	0.530570841889116	528.692	699.875452054795	32.3786726590897
GB000287	711.9065	684.4765	-3.85303407118771	9.89811635865845	10.251158110883	0.353041752224502	530.1445	716.853539337282	35.2185185996049
GB000288	778.8865	740.8665	-4.88132738210253	10.3526461327858	10.3871676933607	0.0345215605749498	522.689	740.124	41.5993066622791
GB000289	793.617	722.9025	-8.91040640510474	9.93006844626968	10.4208268309377	0.490758384668036	535.8945	722.262	34.7769010504866
GB000290	836.8145	744.429	-11.0401409153403	10.1801765913758	10.3509267624914	0.170750171115673	522.2505	726.4735	39.1044144524515
GB000291	737.237	692.283	-6.09763210473701	10.1468268309377	10.4771882272416	0.330361396303902	534.3365	729.0565	36.4414558990449
GB000292	852.831	764.5855	-10.3473607314931	9.95882546201232	10.1569979466119	0.198172484599588	524.779	707.478	34.81446475564
GB000293	853.1045	735.95	-13.732725592234	10.1449760438056	10.6561300479124	0.511154004106775	520.657	737.8995	41.7246863097971
GB000294	746.326	704.3625	-5.6226769535029	9.90081451060917	10.3328473648186	0.432032854209446	528.1625	713.255404109589	35.0446887292432
GB000295	887.7295	753.6765	-15.1006584776106	9.67297056810404	10.147537303217	0.474566735112937	531.4775	698.4555	31.4176987737016
GB000296	862.2135	748.9535	-13.1359576253445	10.112219028063	10.6282600958248	0.516041067761808	516.7095	733.3015	41.9175571573582
GB000297	874.132	762.6065	-12.7584277889381	9.77684052019165	10.1123504449008	0.335509924709104	527.085	696.756	32.1904436665813
GB000298	790.5635	717.453	-9.24789722773692	9.93525119780972	10.326128678987	0.390877481177275	530.9165	707.176630136986	33.1992187353353
GB000299	692.045	651.266	-5.89253589000715	10.3637481177276	11.0029240246407	0.639175906913074	538.992	724.086	34.3407694362811
GB000300	694.8845	662.829	-4.6130687905688	10.4367323750856	10.826083504449	0.389351129363449	534.197	752.384	40.843920875632
GB000302	731.624	704.297	-3.73511530512941	10.2743463381246	10.8199192334018	0.545572895277209	523.161	721.237	37.8613849273933
GB000304	716.865	656.7685	-8.38323812712296	9.96280492813142	10.5169377138946	0.554132785763176	519.408	726.487322195483	39.8683351422164
GB000305	836.477	799.2975	-4.44477254006985	10.4600123203285	10.8761492128679	0.416136892539358	519.341	716.565	37.9758193556834
GB000307	943.9	836.376	-11.3914609598474	10.0332361396304	10.2046160164271	0.171379876796715	528.8285	727.477	37.563879405138
GB000308	660.159	689.4465	4.4364312233871	10.3041163586585	10.6190088980151	0.314892539356606	524.944	721.804209459459	37.5011828803567
GB000309	761.985	732.832	-3.82592833192255	10.2029596167009	10.300688569473	0.0977289527720746	527.9435	702.2975	33.0251248476399
GB000310	774.733	707.324	-8.70093309566005	9.88840520191649	10.4445133470226	0.556108145106093	536.472	716.6215	33.5804105340074
GB000311	650.47	649.57	-0.138361492459313	10.5244325804244	10.9581149897331	0.433682409308693	527.1035	731.2805	38.7356562800285
GB000312	843.8035	743.781	-11.8537669018912	9.86013141683778	10.1901451060917	0.330013689253935	539.0995	699.755561643836	29.8008181502367
GB000313	843.2395	746.6855	-11.4503649319084	9.74291854893908	10.2058220396988	0.462903490759754	534.413	706.2665	32.1574325474867
GB000314	658.4785	672.3585	2.10788962737585	10.1943394934976	10.5612703627652	0.366930869267625	526.0135	727.673753424658	38.3374672750143
GB000315	928.276	758.165	-18.3254764746692	9.48019849418207	10.096674880219	0.616476386036961	528.4265	697.639356164384	32.0220231506905
GB000316	749.9915	701.36	-6.48427348843286	10.00306091718	10.4100095824778	0.406948665297742	533.943	722.252756756757	35.2677639292503
GB000317	1001.335	838.616	-16.2502059750233	9.94811225188227	10.2294551676934	0.28134291581109	528.5625	716.7225	35.5984391628237
GB000318	733.736	686.538	-6.43255884950445	9.81659822039699	10.1410335386721	0.324435318275153	539.705	705.338643835616	30.689662655639
GB000319	798.6695	723.765	-9.37866038455206	9.76707597535934	10.3675838466804	0.600507871321012	532.8575	717.672	34.6836630806548
GB000321	875.856	756.9545	-13.5754621764308	9.39465297741273	9.89814099931554	0.503488021902806	528.9705	693.226089041096	31.0519374976669
GB000322	825.334	737.705	-10.6173985319883	9.48937577002053	10.0034250513347	0.514049281314168	530.4905	699.152184931507	31.7935354038398
GB000323	690.913	692.5075	0.230781588998894	9.78119780971937	10.1737015742642	0.392503764544832	534.6565	715.114944835246	33.7522212551884
GB000325	918.7495	798.262	-13.1142928513159	10.4692320328542	10.8057002053388	0.336468172484599	519.692	680.0625	30.8587586493538
GB000326	733.784	710.531	-3.16891619332119	10.6718179329227	10.7621177275838	0.0902997946611919	521.626	707.185	35.5731884530296
GB000327	739.0175	716.704	-3.01934663252225	10.3380396988364	10.6139466119097	0.275906913073237	527.0595	717.919574324324	36.2122444096585
GB000328	886.101	790.4555	-10.7939726961148	10.3005242984257	10.7704394250513	0.469915126625599	520.618	697.932	34.0583690921174
GB000330	793.39	777.225	-2.03745950919472	10.4399863107461	10.7387570157426	0.298770704996578	522.487	710.243760273973	35.9352022679938
GB000331	793.549	717.121	-9.63116329300396	10.4318631074606	10.597749486653	0.165886379192335	522.7575	684.1635	30.8758841336566
GB000332	752.004	718.3655	-4.47318099371812	10.21446954141	10.6115249828884	0.39705544147844	522.1475	716.189	37.1622003361119
GB000333	795.6765	743.655	-6.53802141950907	10.1113511293634	10.5964421629021	0.485091033538673	521.7625	711.503657534247	36.3654263260097
GB000334	713.4405	677.418	-5.04912462917369	10.3134633812457	10.8155400410678	0.502076659822039	525.79	726.481	38.1694212518306
GB000335	958.2615	816.0075	-14.8450083823674	10.2864394250513	10.8550198494182	0.568580424366873	521.1715	665.769418918919	27.7447862975851
GB000336	785.727	735.5565	-6.38523303895629	10.1447597535934	10.6059917864476	0.461232032854209	522.573	712.947643835616	36.430248756751
GB000338	915.648	799.938	-12.6369521912351	10.2303490759754	10.7129171800137	0.482568104038329	514.2015	688.094337837838	33.8180339493055
GB000339	833.5655	773.4055	-7.21718929106351	10.5625653661875	10.7406379192334	0.178072553045858	527.7125	695.869668918919	31.8652995558981
GB000341	909.6655	700.536	-22.9897143510444	10.2124845995893	10.6701957563313	0.457711156741958	524.4245	651.6255	24.2553503888548
GB000342	1454.611	1367.6365	-5.97922743606366	6.38335112936345	6.99675427789185	0.613403148528405	398.9065	503.903404109589	26.32118155748
GB000343	2210.968	1978.9585	-10.49357114169	6.1239780971937	6.96864476386037	0.844666666666667	385.3815	508.401623102555	31.9216472774522
GB000344	2274.4735	2086.131	-8.28070760112174	6.79630527036277	7.1767871321013	0.380481861738535	394.308	511.225247963717	29.6512492680131
GB000345	872.494	808.6315	-7.31953457559594	10.6696358658453	11.01281724846	0.343181382614647	519.675	660.576168918919	27.1133244660449
GB000346	882.967	810.8045	-8.17272899213674	10.6545160848734	10.9735427789185	0.319026694045174	519.1545	658.573628378378	26.8550360978049
GB000348	887.9105	801.557	-9.72547345706577	10.5055167693361	10.8938288843258	0.388312114989734	525.6355	695.4665	32.3096518404864
